R1117TS232_3.pdb     -330.318705 kBT
R1117TS147_4.pdb     -220.100907 kBT
R1117TS287_4.pdb     -250.787022 kBT
R1117TS470_2.pdb     -240.811544 kBT
R1117TS110_1.pdb     -297.804439 kBT
R1117TS416_4.pdb     -286.437033 kBT
R1117TS110_4.pdb     -281.457615 kBT
R1117TS229_1.pdb     -322.972060 kBT
R1117TS385_1.pdb     -205.966488 kBT
R1117TS470_3.pdb     -276.786144 kBT
R1117TS177_1.pdb     -229.003820 kBT
R1117TS434_1.pdb     -253.515391 kBT
R1117TS248_1.pdb     -227.410613 kBT
R1117TS248_5.pdb     -225.560659 kBT
R1117TS076_5.pdb     -297.388082 kBT
R1117TS081_1.pdb     -305.377196 kBT
R1117TS076_2.pdb     -280.909931 kBT
R1117TS131_5.pdb     -315.700182 kBT
R1117TS229_5.pdb     -289.902951 kBT
R1117TS235_5.pdb     -296.917519 kBT
R1117TS416_3.pdb     -292.911748 kBT
R1117TS227_1.pdb     -235.933372 kBT
R1117TS131_2.pdb     -272.863797 kBT
R1117TS185_1.pdb     -306.351022 kBT
R1117TS470_1.pdb     -263.545271 kBT
R1117TS245_3.pdb     -245.467845 kBT
R1117TS128_4.pdb     -295.174317 kBT
R1117TS232_2.pdb     -338.214712 kBT
R1117TS245_5.pdb     -275.054562 kBT
R1117TS287_2.pdb     -274.735337 kBT
R1117TS444_4.pdb     -276.786144 kBT
R1117TS054_2.pdb     -292.830940 kBT
R1117TS245_1.pdb     -205.966488 kBT
R1117TS444_2.pdb     -316.931722 kBT
R1117TS081_5.pdb     -270.197654 kBT
R1117TS439_2.pdb     -271.763512 kBT
R1117TS227_5.pdb     -248.518427 kBT
R1117TS489_3.pdb     -276.786144 kBT
R1117TS239_2.pdb     -317.910761 kBT
R1117TS046_3.pdb     -244.533262 kBT
R1117TS232_4.pdb     -344.278164 kBT
R1117TS054_3.pdb     -285.746322 kBT
R1117TS091_3.pdb     -52.230398 kBT
R1117TS035_3.pdb     -244.533262 kBT
R1117TS239_1.pdb     -316.351090 kBT
R1117TS054_4.pdb     -323.038694 kBT
R1117TS287_1.pdb     -267.544376 kBT
R1117TS227_3.pdb     -207.198426 kBT
R1117TS125_4.pdb     -270.486253 kBT
R1117TS029_2.pdb     -233.640074 kBT
R1117TS147_3.pdb     -222.369652 kBT
R1117TS239_4.pdb     -170.394927 kBT
R1117TS125_5.pdb     -253.071556 kBT
R1117TS081_3.pdb     -275.011184 kBT
R1117TS163_2.pdb     -249.524578 kBT
R1117TS081_2.pdb     -260.745150 kBT
R1117TS185_5.pdb     -295.682504 kBT
R1117TS232_1.pdb     -332.203612 kBT
R1117TS119_4.pdb     -269.056899 kBT
R1117TS489_4.pdb     -276.786144 kBT
R1117TS439_5.pdb     -316.351090 kBT
R1117TS392_5.pdb     -274.545568 kBT
R1117TS147_5.pdb     -238.684900 kBT
R1117TS046_4.pdb     -233.175137 kBT
R1117TS091_4.pdb     -58.936200 kBT
R1117TS287_3.pdb     -240.670267 kBT
R1117TS470_4.pdb     -276.786144 kBT
R1117TS076_1.pdb     -295.903989 kBT
R1117TS489_5.pdb     -261.782106 kBT
R1117TS091_2.pdb     -60.056514 kBT
R1117TS046_1.pdb     -215.049245 kBT
R1117TS416_2.pdb     -278.962376 kBT
R1117TS163_3.pdb     -209.891695 kBT
R1117TS235_4.pdb     -247.681824 kBT
R1117TS119_5.pdb     -246.062443 kBT
R1117TS125_2.pdb     -226.276838 kBT
R1117TS110_3.pdb     -300.181528 kBT
R1117TS128_3.pdb     -269.763433 kBT
R1117TS035_4.pdb     -233.175137 kBT
R1117TS131_4.pdb     -112.136033 kBT
R1117TS385_4.pdb     -226.395912 kBT
R1117TS054_1.pdb     -274.938058 kBT
R1117TS091_5.pdb     -79.330582 kBT
R1117TS046_2.pdb     -221.083843 kBT
R1117TS097_1.pdb     -142.798623 kBT
R1117TS110_5.pdb     -302.251001 kBT
R1117TS239_3.pdb     -271.889109 kBT
R1117TS046_5.pdb     -231.685465 kBT
R1117TS125_3.pdb     -269.840262 kBT
R1117TS470_5.pdb     -261.782106 kBT
R1117TS245_2.pdb     -234.954232 kBT
R1117TS128_5.pdb     -300.388720 kBT
R1117TS434_4.pdb     -235.933372 kBT
R1117TS091_1.pdb     -18.581902 kBT
R1117TS147_2.pdb     -263.347041 kBT
R1117TS185_2.pdb     -271.063709 kBT
R1117TS434_3.pdb     -258.220698 kBT
R1117TS245_4.pdb     -226.395912 kBT
R1117TS131_3.pdb     -287.800665 kBT
R1117TS035_1.pdb     -215.049245 kBT
R1117TS444_5.pdb     -271.889109 kBT
R1117TS385_2.pdb     -234.954232 kBT
R1117TS081_4.pdb     -254.351265 kBT
R1117TS029_1.pdb     -263.305781 kBT
R1117TS248_3.pdb     -244.827109 kBT
R1117TS385_5.pdb     -275.054562 kBT
R1117TS227_2.pdb     -228.032129 kBT
R1117TS035_5.pdb     -231.685465 kBT
R1117TS076_4.pdb     -306.453898 kBT
R1117TS054_5.pdb     -279.260435 kBT
R1117TS229_3.pdb     -317.910761 kBT
R1117TS076_3.pdb     -327.823645 kBT
R1117TS119_3.pdb     -277.612309 kBT
R1117TS416_5.pdb     -286.748790 kBT
R1117TS439_1.pdb     -253.008741 kBT
R1117TS163_5.pdb     -289.902951 kBT
R1117TS235_2.pdb     -243.924772 kBT
R1117TS035_2.pdb     -221.083843 kBT
R1117TS248_2.pdb     -248.736000 kBT
R1117TS416_1.pdb     -315.784074 kBT
R1117TS238_2.pdb     -136.418430 kBT
R1117TS489_2.pdb     -240.811544 kBT
R1117TS110_2.pdb     -301.112685 kBT
R1117TS392_3.pdb     -265.344629 kBT
R1117TS128_2.pdb     -273.355203 kBT
R1117TS248_4.pdb     -230.394939 kBT
R1117TS163_4.pdb     -148.951800 kBT
R1117TS229_2.pdb     -316.931722 kBT
R1117TS131_1.pdb     -147.948883 kBT
R1117TS444_3.pdb     -226.276838 kBT
R1117TS392_1.pdb     -230.630279 kBT
R1117TS185_3.pdb     -266.522923 kBT
R1117TS489_1.pdb     -263.545271 kBT
R1117TS385_3.pdb     -245.467845 kBT
R1117TS434_2.pdb     -285.626194 kBT
R1117TS392_4.pdb     -291.310516 kBT
R1117TS147_1.pdb     -205.275225 kBT
R1117TS235_3.pdb     -202.723844 kBT
R1117TS444_1.pdb     -316.351090 kBT
R1117TS439_3.pdb     -266.397602 kBT
R1117TS439_4.pdb     -213.423775 kBT
R1117TS229_4.pdb     -285.334366 kBT
R1117TS392_2.pdb     -247.416015 kBT
R1117TS238_1.pdb     -310.961478 kBT
R1117TS232_5.pdb     -346.732385 kBT
R1117TS235_1.pdb     -290.458257 kBT
R1117TS163_1.pdb     -249.524578 kBT
R1117TS119_2.pdb     -270.256213 kBT
R1117TS287_5.pdb     -291.239384 kBT
R1117TS125_1.pdb     -271.231494 kBT
R1117TS185_4.pdb     -266.916198 kBT
R1117TS119_1.pdb     -265.667539 kBT
R1117TS128_1.pdb     -295.464983 kBT
