R1108TS229_2.pdb     -913.619675 kBT
R1108TS285_3.pdb     -548.190477 kBT
R1108TS434_2.pdb     -927.861080 kBT
R1108TS035_1.pdb     -734.222790 kBT
R1108TS147_5.pdb     -926.643061 kBT
R1108TS029_1.pdb     -728.914545 kBT
R1108TS091_5.pdb     -155.682263 kBT
R1108TS385_4.pdb     -999.879539 kBT
R1108TS434_3.pdb     -875.900119 kBT
R1108TS227_1.pdb     -988.319360 kBT
R1108TS470_1.pdb     -793.506146 kBT
R1108TS248_4.pdb     -838.085250 kBT
R1108TS163_1.pdb     -838.486862 kBT
R1108TS229_5.pdb     -913.619675 kBT
R1108TS439_5.pdb     -463.628474 kBT
R1108TS385_5.pdb     -861.063029 kBT
R1108TS119_4.pdb     -799.429889 kBT
R1108TS416_4.pdb     -869.917364 kBT
R1108TS287_5.pdb     -707.067110 kBT
R1108TS125_3.pdb     -955.634219 kBT
R1108TS489_3.pdb     -804.288976 kBT
R1108TS232_3.pdb     -1106.006858 kBT
R1108TS285_1.pdb     -609.197128 kBT
R1108TS128_3.pdb     -974.183545 kBT
R1108TS285_4.pdb     -609.278806 kBT
R1108TS035_3.pdb     -628.475063 kBT
R1108TS416_2.pdb     -847.720837 kBT
R1108TS489_2.pdb     -793.620526 kBT
R1108TS287_3.pdb     -665.310342 kBT
R1108TS439_4.pdb     -465.075061 kBT
R1108TS131_3.pdb     -337.387398 kBT
R1108TS128_1.pdb     -745.195900 kBT
R1108TS385_3.pdb     -848.786876 kBT
R1108TS238_1.pdb     -852.038222 kBT
R1108TS470_5.pdb     -894.589954 kBT
R1108TS128_5.pdb     -871.341586 kBT
R1108TS147_4.pdb     -962.386633 kBT
R1108TS489_5.pdb     -894.589954 kBT
R1108TS091_3.pdb     -215.735918 kBT
R1108TS035_4.pdb     -666.792110 kBT
R1108TS128_4.pdb     -691.882892 kBT
R1108TS235_1.pdb     -594.192271 kBT
R1108TS128_2.pdb     -739.791007 kBT
R1108TS147_3.pdb     -881.676360 kBT
R1108TS232_2.pdb     -1046.111762 kBT
R1108TS131_1.pdb     -304.154060 kBT
R1108TS054_3.pdb     -944.421882 kBT
R1108TS227_2.pdb     -902.605783 kBT
R1108TS097_1.pdb     -344.695893 kBT
R1108TS119_2.pdb     -916.896282 kBT
R1108TS035_5.pdb     -672.838898 kBT
R1108TS235_3.pdb     -720.103652 kBT
R1108TS416_3.pdb     -912.939763 kBT
R1108TS131_4.pdb     -302.355558 kBT
R1108TS091_1.pdb     -222.277960 kBT
R1108TS434_1.pdb     -935.454877 kBT
R1108TS229_4.pdb     -913.619675 kBT
R1108TS416_1.pdb     -844.641415 kBT
R1108TS125_2.pdb     -952.777415 kBT
R1108TS131_5.pdb     -377.796821 kBT
R1108TS287_2.pdb     -831.791243 kBT
R1108TS125_1.pdb     -940.737725 kBT
R1108TS232_1.pdb     -1063.129270 kBT
R1108TS248_1.pdb     -870.902993 kBT
R1108TS227_3.pdb     -872.691698 kBT
R1108TS245_1.pdb     -685.783600 kBT
R1108TS248_5.pdb     -1061.976870 kBT
R1108TS235_4.pdb     -841.832033 kBT
R1108TS248_2.pdb     -839.946641 kBT
R1108TS439_1.pdb     -626.804504 kBT
R1108TS054_2.pdb     -973.592484 kBT
R1108TS285_5.pdb     -591.098629 kBT
R1108TS091_2.pdb     -154.539938 kBT
R1108TS439_3.pdb     -644.013428 kBT
R1108TS232_4.pdb     -1069.250966 kBT
R1108TS385_1.pdb     -768.594560 kBT
R1108TS470_4.pdb     -806.889026 kBT
R1108TS081_3.pdb     -796.284962 kBT
R1108TS385_2.pdb     -714.076199 kBT
R1108TS434_4.pdb     -923.321181 kBT
R1108TS227_5.pdb     -893.865504 kBT
R1108TS125_5.pdb     -968.492329 kBT
R1108TS287_1.pdb     -835.775820 kBT
R1108TS081_4.pdb     -624.816993 kBT
R1108TS235_5.pdb     -818.888976 kBT
R1108TS229_1.pdb     -913.619675 kBT
R1108TS091_4.pdb     -146.647952 kBT
R1108TS119_1.pdb     -848.780469 kBT
R1108TS147_1.pdb     -855.831370 kBT
R1108TS285_2.pdb     -589.311943 kBT
R1108TS489_1.pdb     -793.506146 kBT
R1108TS125_4.pdb     -968.928184 kBT
R1108TS054_5.pdb     -907.224964 kBT
R1108TS439_2.pdb     -628.763081 kBT
R1108TS232_5.pdb     -1089.891348 kBT
R1108TS287_4.pdb     -846.938896 kBT
R1108TS035_2.pdb     -568.333505 kBT
R1108TS229_3.pdb     -913.619675 kBT
R1108TS081_1.pdb     -782.224721 kBT
R1108TS470_3.pdb     -804.288976 kBT
R1108TS227_4.pdb     -969.777714 kBT
R1108TS119_3.pdb     -835.745577 kBT
R1108TS434_5.pdb     -1025.427962 kBT
R1108TS235_2.pdb     -659.149919 kBT
R1108TS147_2.pdb     -971.440941 kBT
R1108TS416_5.pdb     -819.325361 kBT
R1108TS248_3.pdb     -768.165879 kBT
R1108TS081_2.pdb     -766.017456 kBT
R1108TS054_4.pdb     -965.969517 kBT
R1108TS119_5.pdb     -1037.771355 kBT
R1108TS489_4.pdb     -806.889026 kBT
R1108TS470_2.pdb     -793.620526 kBT
R1108TS054_1.pdb     -966.198204 kBT
R1108TS029_2.pdb     -578.556466 kBT
R1108TS131_2.pdb     -352.332329 kBT
