R1149TS470_5.pdb     -1064.743151 kBT
R1149TS125_1.pdb     -1666.381250 kBT
R1149TS416_1.pdb     -1404.629609 kBT
R1149TS232_4.pdb     -2144.593638 kBT
R1149TS091_2.pdb     -759.671074 kBT
R1149TS248_3.pdb     -2040.101149 kBT
R1149TS232_5.pdb     -1949.998898 kBT
R1149TS245_4.pdb     -1282.748392 kBT
R1149TS054_5.pdb     -1665.865368 kBT
R1149TS125_3.pdb     -1730.644713 kBT
R1149TS470_4.pdb     -1039.679813 kBT
R1149TS287_4.pdb     -1675.478116 kBT
R1149TS081_1.pdb     -1726.382050 kBT
R1149TS248_4.pdb     -2075.683342 kBT
R1149TS470_2.pdb     -1077.400502 kBT
R1149TS081_4.pdb     -1580.799386 kBT
R1149TS185_2.pdb     -1364.748115 kBT
R1149TS091_3.pdb     -751.002636 kBT
R1149TS385_5.pdb     -889.585363 kBT
R1149TS470_3.pdb     -1125.667113 kBT
R1149TS119_3.pdb     -1870.948335 kBT
R1149TS119_5.pdb     -1898.346321 kBT
R1149TS434_3.pdb     -1580.129152 kBT
R1149TS392_3.pdb     -1765.743723 kBT
R1149TS227_1.pdb     -1694.418962 kBT
R1149TS185_5.pdb     -1411.040405 kBT
R1149TS239_3.pdb     -1250.225553 kBT
R1149TS054_3.pdb     -1419.069667 kBT
R1149TS385_4.pdb     -1145.348263 kBT
R1149TS392_2.pdb     -1122.727575 kBT
R1149TS128_5.pdb     -1591.869885 kBT
R1149TS489_1.pdb     -1067.189981 kBT
R1149TS235_2.pdb     -1459.087299 kBT
R1149TS470_1.pdb     -1067.189981 kBT
R1149TS434_5.pdb     -1577.726838 kBT
R1149TS238_1.pdb     -1601.885790 kBT
R1149TS110_2.pdb     -1749.327006 kBT
R1149TS235_1.pdb     -1339.496518 kBT
R1149TS147_2.pdb     -1681.873920 kBT
R1149TS287_3.pdb     -1618.803947 kBT
R1149TS416_2.pdb     -1487.078906 kBT
R1149TS125_2.pdb     -1809.619312 kBT
R1149TS097_1.pdb     -686.852589 kBT
R1149TS238_2.pdb     -1017.185992 kBT
R1149TS081_5.pdb     -1615.901597 kBT
R1149TS147_3.pdb     -1619.821694 kBT
R1149TS128_1.pdb     -1116.943323 kBT
R1149TS416_5.pdb     -1468.968147 kBT
R1149TS131_2.pdb     -877.203802 kBT
R1149TS287_5.pdb     -1697.151423 kBT
R1149TS416_4.pdb     -1565.590227 kBT
R1149TS147_4.pdb     -1635.534816 kBT
R1149TS489_3.pdb     -1125.667113 kBT
R1149TS185_3.pdb     -1324.765437 kBT
R1149TS489_2.pdb     -1077.400502 kBT
R1149TS029_4.pdb     -1527.787144 kBT
R1149TS239_5.pdb     -1306.347283 kBT
R1149TS076_4.pdb     -1909.064591 kBT
R1149TS232_2.pdb     -2002.434946 kBT
R1149TS416_3.pdb     -1730.644713 kBT
R1149TS434_2.pdb     -1689.041714 kBT
R1149TS147_1.pdb     -1758.537273 kBT
R1149TS385_1.pdb     -1014.098539 kBT
R1149TS248_2.pdb     -2068.323999 kBT
R1149TS119_4.pdb     -1768.220413 kBT
R1149TS248_1.pdb     -2016.695271 kBT
R1149TS229_3.pdb     -1248.633803 kBT
R1149TS229_5.pdb     -1194.577196 kBT
R1149TS434_1.pdb     -1593.749271 kBT
R1149TS239_1.pdb     -1186.846634 kBT
R1149TS029_3.pdb     -1339.933722 kBT
R1149TS076_3.pdb     -1834.408504 kBT
R1149TS054_4.pdb     -1584.388462 kBT
R1149TS076_5.pdb     -1850.749284 kBT
R1149TS392_5.pdb     -1601.293068 kBT
R1149TS245_2.pdb     -1121.442804 kBT
R1149TS035_1.pdb     -1811.024737 kBT
R1149TS434_4.pdb     -1752.055657 kBT
R1149TS287_2.pdb     -1709.822040 kBT
R1149TS245_5.pdb     -932.747516 kBT
R1149TS081_3.pdb     -1724.876015 kBT
R1149TS110_1.pdb     -1895.556162 kBT
R1149TS076_1.pdb     -1759.722620 kBT
R1149TS245_3.pdb     -1105.774391 kBT
R1149TS035_5.pdb     -1927.703285 kBT
R1149TS029_2.pdb     -1442.366121 kBT
