R1136TS416_5.pdb     -1040.761772 kBT
R1136TS054_5.pdb     -1126.516040 kBT
R1136TS227_2.pdb     -913.047700 kBT
R1136TS035_5.pdb     -691.790787 kBT
R1136TS029_4.pdb     -772.604144 kBT
R1136TS248_4.pdb     -769.874136 kBT
R1136TS287_4.pdb     -1068.968132 kBT
R1136TS239_1.pdb     -1244.201165 kBT
R1136TS081_3.pdb     -1229.331614 kBT
R1136TS232_5.pdb     -1402.681318 kBT
R1136TS392_1.pdb     -1010.117719 kBT
R1136TS287_2.pdb     -1039.706683 kBT
R1136TS444_1.pdb     -1104.560879 kBT
R1136TS035_4.pdb     -782.711022 kBT
R1136TS119_5.pdb     -1242.099562 kBT
R1136TS131_5.pdb     -298.009653 kBT
R1136TS248_5.pdb     -792.419306 kBT
R1136TS245_3.pdb     -586.679476 kBT
R1136TS131_2.pdb     -238.874270 kBT
R1136TS434_1.pdb     -910.803074 kBT
R1136TS287_3.pdb     -1103.303233 kBT
R1136TS076_4.pdb     -1072.015397 kBT
R1136TS347_5.pdb     -1427.589102 kBT
R1136TS076_2.pdb     -1137.095892 kBT
R1136TS097_3.pdb     -362.431085 kBT
R1136TS110_2.pdb     -1047.304972 kBT
R1136TS238_1.pdb     4060.158982 kBT
R1136TS076_5.pdb     -1104.560879 kBT
R1136TS489_3.pdb     -882.665178 kBT
R1136TS238_2.pdb     3972.311205 kBT
R1136TS235_2.pdb     -1130.503129 kBT
R1136TS229_3.pdb     -1280.974457 kBT
R1136TS287_5.pdb     -1093.945934 kBT
R1136TS035_3.pdb     -794.227578 kBT
R1136TS245_1.pdb     -719.867422 kBT
R1136TS245_2.pdb     -594.877150 kBT
R1136TS287_1.pdb     -1108.381388 kBT
R1136TS444_4.pdb     -1170.243568 kBT
R1136TS444_5.pdb     -586.679476 kBT
R1136TS054_3.pdb     -1186.559560 kBT
R1136TS416_1.pdb     -1244.201165 kBT
R1136TS416_3.pdb     -1249.047219 kBT
R1136TS239_2.pdb     -1198.202621 kBT
R1136TS229_5.pdb     -1191.812439 kBT
R1136TS239_5.pdb     -1170.243568 kBT
R1136TS325_5.pdb     -1427.589102 kBT
R1136TS110_3.pdb     -1064.758152 kBT
R1136TS235_4.pdb     -927.138280 kBT
R1136TS119_1.pdb     -1196.379965 kBT
R1136TS392_3.pdb     -993.273914 kBT
R1136TS097_2.pdb     -362.431085 kBT
R1136TS147_3.pdb     -1001.203061 kBT
R1136TS248_2.pdb     -783.893652 kBT
R1136TS110_1.pdb     -1017.299974 kBT
R1136TS147_4.pdb     -946.915407 kBT
R1136TS416_2.pdb     -1140.665424 kBT
R1136TS227_3.pdb     -884.337887 kBT
R1136TS470_3.pdb     -882.665178 kBT
R1136TS347_2.pdb     -1427.589102 kBT
R1136TS081_1.pdb     -1204.304649 kBT
R1136TS489_4.pdb     -1165.226812 kBT
R1136TS470_5.pdb     -1061.768415 kBT
R1136TS232_2.pdb     -1410.022030 kBT
R1136TS456_4.pdb     -1427.589102 kBT
R1136TS325_1.pdb     -1427.589102 kBT
R1136TS232_4.pdb     -1444.134495 kBT
R1136TS147_5.pdb     -979.591120 kBT
R1136TS128_3.pdb     -1103.463040 kBT
R1136TS110_4.pdb     -1076.071984 kBT
R1136TS489_2.pdb     -1284.182634 kBT
R1136TS434_3.pdb     -1060.325110 kBT
R1136TS456_3.pdb     -1427.589102 kBT
R1136TS081_4.pdb     -1199.162424 kBT
R1136TS029_5.pdb     -791.329570 kBT
R1136TS227_1.pdb     -828.429494 kBT
R1136TS456_2.pdb     -1427.589102 kBT
R1136TS325_2.pdb     -1427.589102 kBT
R1136TS235_1.pdb     -1125.465615 kBT
R1136TS470_1.pdb     -915.803106 kBT
R1136TS128_1.pdb     -1158.699908 kBT
R1136TS434_5.pdb     -886.583904 kBT
R1136TS456_1.pdb     -1427.589102 kBT
R1136TS439_3.pdb     -1280.974457 kBT
R1136TS439_2.pdb     -1227.134634 kBT
R1136TS239_4.pdb     -1280.974457 kBT
R1136TS347_3.pdb     -1427.589102 kBT
R1136TS131_1.pdb     -304.747976 kBT
R1136TS125_2.pdb     -1140.665424 kBT
R1136TS238_3.pdb     8333.072847 kBT
R1136TS232_3.pdb     -1454.506465 kBT
R1136TS229_4.pdb     -1351.975003 kBT
R1136TS081_2.pdb     -1242.220984 kBT
R1136TS239_3.pdb     -1249.047219 kBT
R1136TS054_2.pdb     -1157.241404 kBT
R1136TS489_5.pdb     -1061.768415 kBT
R1136TS392_2.pdb     -1036.027150 kBT
R1136TS147_2.pdb     -902.443012 kBT
R1136TS235_5.pdb     -951.844680 kBT
R1136TS416_4.pdb     -1092.608711 kBT
R1136TS119_4.pdb     -1207.300484 kBT
R1136TS131_3.pdb     -283.398313 kBT
R1136TS434_4.pdb     -911.556873 kBT
R1136TS125_4.pdb     -1092.608711 kBT
R1136TS147_1.pdb     -968.810477 kBT
R1136TS097_1.pdb     -362.431085 kBT
R1136TS076_3.pdb     -1103.196874 kBT
R1136TS125_1.pdb     -1104.560879 kBT
R1136TS097_5.pdb     -362.431085 kBT
R1136TS245_4.pdb     -637.970047 kBT
R1136TS444_3.pdb     -915.803106 kBT
R1136TS248_3.pdb     -780.706286 kBT
R1136TS131_4.pdb     -286.453030 kBT
R1136TS177_1.pdb     -639.862717 kBT
R1136TS470_2.pdb     -1284.182634 kBT
R1136TS128_4.pdb     -1027.355541 kBT
R1136TS227_4.pdb     -948.218179 kBT
R1136TS347_4.pdb     -1427.589102 kBT
R1136TS229_1.pdb     -1244.201165 kBT
R1136TS227_5.pdb     -963.969867 kBT
R1136TS456_5.pdb     -1427.589102 kBT
R1136TS439_5.pdb     -1191.812439 kBT
R1136TS054_4.pdb     -1074.060786 kBT
R1136TS029_2.pdb     -1022.141773 kBT
R1136TS470_4.pdb     -1165.226812 kBT
R1136TS125_5.pdb     -1040.761772 kBT
R1136TS035_2.pdb     -744.039177 kBT
R1136TS128_5.pdb     -1031.370236 kBT
R1136TS444_2.pdb     -719.867422 kBT
R1136TS229_2.pdb     -1227.134634 kBT
R1136TS119_3.pdb     -1186.073728 kBT
R1136TS128_2.pdb     -1099.806121 kBT
R1136TS434_2.pdb     -921.275211 kBT
R1136TS232_1.pdb     -1427.589102 kBT
R1136TS110_5.pdb     -997.875467 kBT
R1136TS347_1.pdb     -1427.589102 kBT
R1136TS439_4.pdb     -1092.608711 kBT
R1136TS245_5.pdb     -667.006653 kBT
R1136TS235_3.pdb     -1177.343658 kBT
R1136TS439_1.pdb     -1244.201165 kBT
