R1149TS470_5.pdb     -471.712334 kBT
R1149TS125_1.pdb     -864.338736 kBT
R1149TS416_1.pdb     -730.110679 kBT
R1149TS232_4.pdb     -1055.633032 kBT
R1149TS091_2.pdb     -255.295991 kBT
R1149TS248_3.pdb     -981.783737 kBT
R1149TS232_5.pdb     -983.097271 kBT
R1149TS245_4.pdb     -591.107282 kBT
R1149TS054_5.pdb     -800.079505 kBT
R1149TS125_3.pdb     -881.971968 kBT
R1149TS470_4.pdb     -519.797640 kBT
R1149TS287_4.pdb     -877.136545 kBT
R1149TS081_1.pdb     -834.369186 kBT
R1149TS248_4.pdb     -996.390545 kBT
R1149TS470_2.pdb     -516.594425 kBT
R1149TS081_4.pdb     -776.653697 kBT
R1149TS185_2.pdb     -708.095601 kBT
R1149TS091_3.pdb     -219.775726 kBT
R1149TS385_5.pdb     -386.698380 kBT
R1149TS470_3.pdb     -506.424893 kBT
R1149TS119_3.pdb     -904.587499 kBT
R1149TS119_5.pdb     -907.545393 kBT
R1149TS434_3.pdb     -758.518283 kBT
R1149TS392_3.pdb     -813.104170 kBT
R1149TS227_1.pdb     -770.984203 kBT
R1149TS185_5.pdb     -664.982470 kBT
R1149TS239_3.pdb     -626.772854 kBT
R1149TS054_3.pdb     -752.654022 kBT
R1149TS385_4.pdb     -511.474263 kBT
R1149TS392_2.pdb     -521.583283 kBT
R1149TS128_5.pdb     -746.432647 kBT
R1149TS489_1.pdb     -497.751706 kBT
R1149TS235_2.pdb     -777.619301 kBT
R1149TS470_1.pdb     -497.751706 kBT
R1149TS434_5.pdb     -735.269801 kBT
R1149TS238_1.pdb     -839.511286 kBT
R1149TS110_2.pdb     -768.816270 kBT
R1149TS235_1.pdb     -731.424842 kBT
R1149TS147_2.pdb     -751.778022 kBT
R1149TS287_3.pdb     -836.416734 kBT
R1149TS416_2.pdb     -823.813696 kBT
R1149TS125_2.pdb     -904.642321 kBT
R1149TS097_1.pdb     -364.411280 kBT
R1149TS238_2.pdb     -287.837498 kBT
R1149TS081_5.pdb     -797.099777 kBT
R1149TS147_3.pdb     -705.135051 kBT
R1149TS128_1.pdb     -563.776150 kBT
R1149TS416_5.pdb     -804.075330 kBT
R1149TS131_2.pdb     -433.703043 kBT
R1149TS287_5.pdb     -834.096269 kBT
R1149TS416_4.pdb     -772.249523 kBT
R1149TS147_4.pdb     -710.176928 kBT
R1149TS489_3.pdb     -506.424893 kBT
R1149TS185_3.pdb     -698.720881 kBT
R1149TS489_2.pdb     -516.594425 kBT
R1149TS029_4.pdb     -682.882057 kBT
R1149TS239_5.pdb     -636.206788 kBT
R1149TS076_4.pdb     -909.804732 kBT
R1149TS232_2.pdb     -1000.905757 kBT
R1149TS416_3.pdb     -881.971968 kBT
R1149TS434_2.pdb     -808.527064 kBT
R1149TS147_1.pdb     -753.397250 kBT
R1149TS385_1.pdb     -412.605101 kBT
R1149TS248_2.pdb     -1039.445795 kBT
R1149TS119_4.pdb     -877.453926 kBT
R1149TS248_1.pdb     -974.796521 kBT
R1149TS229_3.pdb     -640.412923 kBT
R1149TS229_5.pdb     -585.638760 kBT
R1149TS434_1.pdb     -679.136466 kBT
R1149TS239_1.pdb     -637.105468 kBT
R1149TS029_3.pdb     -637.942089 kBT
R1149TS076_3.pdb     -866.233124 kBT
R1149TS054_4.pdb     -840.998191 kBT
R1149TS076_5.pdb     -910.073216 kBT
R1149TS392_5.pdb     -825.589154 kBT
R1149TS245_2.pdb     -495.142485 kBT
R1149TS035_1.pdb     -908.613057 kBT
R1149TS434_4.pdb     -785.878427 kBT
R1149TS287_2.pdb     -837.292986 kBT
R1149TS245_5.pdb     -472.586121 kBT
R1149TS081_3.pdb     -840.045933 kBT
R1149TS110_1.pdb     -850.892787 kBT
R1149TS076_1.pdb     -864.128330 kBT
R1149TS245_3.pdb     -594.618978 kBT
R1149TS035_5.pdb     -968.399531 kBT
R1149TS029_2.pdb     -608.586189 kBT
R1149TS239_4.pdb     -677.203254 kBT
R1149TS229_4.pdb     -586.572763 kBT
R1149TS229_2.pdb     -610.235021 kBT
R1149TS110_4.pdb     -744.749544 kBT
R1149TS091_1.pdb     -251.919226 kBT
R1149TS081_2.pdb     -805.012794 kBT
R1149TS128_4.pdb     -777.997824 kBT
R1149TS239_2.pdb     -605.307830 kBT
R1149TS097_2.pdb     -336.086813 kBT
R1149TS125_4.pdb     -772.249523 kBT
R1149TS091_5.pdb     -218.635560 kBT
R1149TS119_1.pdb     -857.457015 kBT
R1149TS119_2.pdb     -873.330868 kBT
R1149TS232_1.pdb     -968.435464 kBT
R1149TS147_5.pdb     -761.530552 kBT
R1149TS235_4.pdb     -806.093397 kBT
R1149TS029_1.pdb     -689.894360 kBT
R1149TS385_3.pdb     -506.350600 kBT
R1149TS091_4.pdb     -258.009874 kBT
R1149TS185_4.pdb     -668.757165 kBT
R1149TS177_1.pdb     -916.442458 kBT
R1149TS035_3.pdb     -926.295487 kBT
R1149TS392_1.pdb     -592.187237 kBT
R1149TS229_1.pdb     -626.864241 kBT
R1149TS392_4.pdb     -728.278453 kBT
R1149TS054_1.pdb     -881.995342 kBT
R1149TS489_4.pdb     -519.797640 kBT
R1149TS287_1.pdb     -795.536526 kBT
R1149TS227_2.pdb     -720.758956 kBT
R1149TS054_2.pdb     -931.307718 kBT
R1149TS131_1.pdb     -274.048001 kBT
R1149TS227_4.pdb     -768.958696 kBT
R1149TS128_2.pdb     -839.126233 kBT
R1149TS035_4.pdb     -930.084878 kBT
R1149TS227_5.pdb     -718.866281 kBT
R1149TS035_2.pdb     -931.237232 kBT
R1149TS227_3.pdb     -712.244984 kBT
R1149TS128_3.pdb     -759.027469 kBT
R1149TS248_5.pdb     -1001.924405 kBT
R1149TS235_3.pdb     -795.593326 kBT
R1149TS110_3.pdb     -746.047858 kBT
R1149TS076_2.pdb     -892.332179 kBT
R1149TS185_1.pdb     -697.495910 kBT
R1149TS235_5.pdb     -768.137171 kBT
R1149TS232_3.pdb     -998.540051 kBT
R1149TS245_1.pdb     -531.037788 kBT
R1149TS385_2.pdb     -481.761583 kBT
R1149TS131_4.pdb     -328.966591 kBT
R1149TS131_5.pdb     -343.091903 kBT
R1149TS125_5.pdb     -804.075330 kBT
R1149TS489_5.pdb     -471.712334 kBT
R1149TS131_3.pdb     -469.122998 kBT
