1urnQ.pdb -9322.387756  
1urnQ.rmsd 0.000000  
1urnQ_M1.pdb -8868.149122  
1urnQ_M10.pdb -8155.746371  
1urnQ_M100.pdb -7029.874998  
1urnQ_M101.pdb -6918.350415  
1urnQ_M102.pdb -6592.977534  
1urnQ_M103.pdb -6347.936458  
1urnQ_M104.pdb -6734.393576  
1urnQ_M105.pdb -6953.331637  
1urnQ_M106.pdb -6769.032038  
1urnQ_M107.pdb -6906.413907  
1urnQ_M108.pdb -7596.605684  
1urnQ_M109.pdb -6543.643082  
1urnQ_M11.pdb -8713.764679  
1urnQ_M110.pdb -6818.142109  
1urnQ_M111.pdb -7430.995152  
1urnQ_M112.pdb -6822.278621  
1urnQ_M113.pdb -6985.021390  
1urnQ_M114.pdb -7278.662439  
1urnQ_M115.pdb -6466.838821  
1urnQ_M116.pdb -6869.657466  
1urnQ_M117.pdb -6309.500171  
1urnQ_M118.pdb -5984.452923  
1urnQ_M119.pdb -6275.208156  
1urnQ_M12.pdb -7869.936743  
1urnQ_M120.pdb -6711.185660  
1urnQ_M121.pdb -6800.694883  
1urnQ_M122.pdb -6777.386188  
1urnQ_M123.pdb -6720.256470  
1urnQ_M124.pdb -6610.010451  
1urnQ_M125.pdb -6535.719617  
1urnQ_M126.pdb -6293.025483  
1urnQ_M127.pdb -7225.011685  
1urnQ_M128.pdb -6757.190073  
1urnQ_M129.pdb -6698.659786  
1urnQ_M13.pdb -8092.782973  
1urnQ_M130.pdb -6938.437171  
1urnQ_M131.pdb -7315.596133  
1urnQ_M132.pdb -6154.257103  
1urnQ_M133.pdb -6306.142471  
1urnQ_M134.pdb -7191.698409  
1urnQ_M135.pdb -6461.526728  
1urnQ_M136.pdb -6486.893005  
1urnQ_M137.pdb -7112.847442  
1urnQ_M138.pdb -7060.660864  
1urnQ_M139.pdb -6645.897699  
1urnQ_M14.pdb -8569.704703  
1urnQ_M140.pdb -6106.059017  
1urnQ_M141.pdb -6962.277063  
1urnQ_M142.pdb -6612.364304  
1urnQ_M143.pdb -7572.935301  
1urnQ_M144.pdb -7345.473998  
1urnQ_M145.pdb -6377.314927  
1urnQ_M146.pdb -7509.769716  
1urnQ_M147.pdb -6903.885456  
1urnQ_M148.pdb -6342.421614  
1urnQ_M149.pdb -6124.906313  
1urnQ_M15.pdb -8455.686191  
1urnQ_M150.pdb -6582.776631  
1urnQ_M151.pdb -6214.742529  
1urnQ_M152.pdb -5747.966739  
1urnQ_M153.pdb -6167.463636  
1urnQ_M154.pdb -6692.455760  
1urnQ_M155.pdb -6314.668538  
1urnQ_M156.pdb -6787.944103  
1urnQ_M157.pdb -6327.331486  
1urnQ_M158.pdb -6579.950064  
1urnQ_M159.pdb -6392.988357  
1urnQ_M16.pdb -7879.054357  
1urnQ_M160.pdb -6738.014516  
1urnQ_M161.pdb -6894.823016  
1urnQ_M162.pdb -6298.642977  
1urnQ_M163.pdb -6500.116062  
1urnQ_M164.pdb -5927.800071  
1urnQ_M165.pdb -6403.528489  
1urnQ_M166.pdb -5976.420892  
1urnQ_M167.pdb -6509.900812  
1urnQ_M168.pdb -5887.704240  
1urnQ_M169.pdb -5925.133049  
1urnQ_M17.pdb -8206.933902  
1urnQ_M170.pdb -6252.187445  
1urnQ_M171.pdb -6557.128575  
1urnQ_M172.pdb -6683.604384  
1urnQ_M173.pdb -6098.090247  
1urnQ_M174.pdb -6381.594158  
1urnQ_M175.pdb -6712.263070  
1urnQ_M176.pdb -6562.826771  
1urnQ_M177.pdb -5993.599959  
1urnQ_M178.pdb -5817.255813  
1urnQ_M179.pdb -6195.550065  
1urnQ_M18.pdb -7150.998666  
1urnQ_M180.pdb -6599.849021  
1urnQ_M181.pdb -6360.356150  
1urnQ_M182.pdb -6811.442162  
1urnQ_M183.pdb -6365.156141  
1urnQ_M184.pdb -6581.527813  
1urnQ_M185.pdb -6073.770040  
1urnQ_M186.pdb -6672.735171  
1urnQ_M187.pdb -6955.515513  
1urnQ_M188.pdb -7337.060036  
1urnQ_M189.pdb -6053.612366  
1urnQ_M19.pdb -7417.403793  
1urnQ_M190.pdb -6054.482550  
1urnQ_M191.pdb -5953.213177  
1urnQ_M192.pdb -6277.885696  
1urnQ_M193.pdb -5896.520696  
1urnQ_M194.pdb -6245.514956  
1urnQ_M195.pdb -6725.493541  
1urnQ_M196.pdb -6182.490738  
1urnQ_M197.pdb -6125.676100  
1urnQ_M198.pdb -6920.134290  
1urnQ_M199.pdb -6517.966184  
1urnQ_M2.pdb -8644.930547  
1urnQ_M20.pdb -8039.252211  
1urnQ_M200.pdb -6172.293260  
1urnQ_M201.pdb -5940.579254  
1urnQ_M202.pdb -6044.637795  
1urnQ_M203.pdb -6530.934590  
1urnQ_M204.pdb -5416.277099  
1urnQ_M205.pdb -5558.278549  
1urnQ_M206.pdb -6784.095122  
1urnQ_M207.pdb -5414.908548  
1urnQ_M208.pdb -6415.596202  
1urnQ_M209.pdb -6384.424490  
1urnQ_M21.pdb -8218.700560  
1urnQ_M210.pdb -6436.241444  
1urnQ_M211.pdb -6744.428813  
1urnQ_M212.pdb -6280.333123  
1urnQ_M213.pdb -6418.068999  
1urnQ_M214.pdb -6436.908539  
