R1116TS470_5.pdb     -450.160564 kBT
R1116TS163_2.pdb     -517.760821 kBT
R1116TS285_5.pdb     -461.571113 kBT
R1116TS285_2.pdb     -451.236851 kBT
R1116TS131_1.pdb     -345.621233 kBT
R1116TS489_2.pdb     -412.435062 kBT
R1116TS229_5.pdb     -567.604662 kBT
R1116TS227_4.pdb     -430.117022 kBT
R1116TS439_2.pdb     -415.328611 kBT
R1116TS185_3.pdb     -588.586237 kBT
R1116TS392_1.pdb     -536.761023 kBT
R1116TS235_5.pdb     -510.481895 kBT
R1116TS470_1.pdb     -469.383893 kBT
R1116TS287_5.pdb     -459.142067 kBT
R1116TS054_2.pdb     -492.589603 kBT
R1116TS245_2.pdb     -436.954093 kBT
R1116TS035_1.pdb     -594.918775 kBT
R1116TS110_5.pdb     -571.289904 kBT
R1116TS245_1.pdb     -418.115878 kBT
R1116TS416_1.pdb     -448.701768 kBT
R1116TS229_1.pdb     -511.955933 kBT
R1116TS091_4.pdb     -193.154608 kBT
R1116TS177_1.pdb     -570.182754 kBT
R1116TS091_5.pdb     -199.448486 kBT
R1116TS385_3.pdb     -475.397785 kBT
R1116TS076_2.pdb     -574.851150 kBT
R1116TS147_2.pdb     -383.718269 kBT
R1116TS470_3.pdb     -477.407556 kBT
R1116TS434_3.pdb     -428.048737 kBT
R1116TS229_3.pdb     -507.931799 kBT
R1116TS163_3.pdb     -535.695031 kBT
R1116TS385_5.pdb     -430.223379 kBT
R1116TS125_2.pdb     -596.691655 kBT
R1116TS285_4.pdb     -452.674293 kBT
R1116TS131_5.pdb     -299.101430 kBT
R1116TS147_4.pdb     -430.117022 kBT
R1116TS119_1.pdb     -582.440604 kBT
R1116TS248_2.pdb     -566.241893 kBT
R1116TS416_4.pdb     -445.230428 kBT
R1116TS239_1.pdb     -547.126115 kBT
R1116TS248_1.pdb     -558.361610 kBT
R1116TS287_4.pdb     -469.233852 kBT
R1116TS131_3.pdb     -314.020754 kBT
R1116TS110_3.pdb     -582.262663 kBT
R1116TS054_3.pdb     -557.083812 kBT
R1116TS119_4.pdb     -556.479603 kBT
R1116TS081_4.pdb     -562.889731 kBT
R1116TS119_5.pdb     -577.326558 kBT
R1116TS227_3.pdb     -428.048737 kBT
R1116TS434_5.pdb     -418.604709 kBT
R1116TS385_1.pdb     -418.115878 kBT
R1116TS125_5.pdb     -589.960400 kBT
R1116TS235_3.pdb     -505.294971 kBT
R1116TS470_2.pdb     -465.820126 kBT
R1116TS287_2.pdb     -480.521696 kBT
R1116TS285_3.pdb     -473.355113 kBT
R1116TS119_3.pdb     -551.852813 kBT
R1116TS489_4.pdb     -446.047227 kBT
R1116TS054_5.pdb     -606.227504 kBT
R1116TS238_1.pdb     -431.248755 kBT
R1116TS054_1.pdb     -477.292297 kBT
R1116TS035_2.pdb     -571.081161 kBT
R1116TS232_2.pdb     -649.311048 kBT
R1116TS229_2.pdb     -515.148987 kBT
R1116TS029_1.pdb     -471.635667 kBT
R1116TS245_4.pdb     -421.473584 kBT
R1116TS232_1.pdb     -647.720347 kBT
R1116TS076_5.pdb     -575.792215 kBT
R1116TS416_5.pdb     -482.930473 kBT
R1116TS385_4.pdb     -421.473584 kBT
R1116TS439_4.pdb     -469.842336 kBT
R1116TS434_4.pdb     -430.117022 kBT
R1116TS163_1.pdb     -438.272826 kBT
R1116TS035_5.pdb     -545.119484 kBT
R1116TS131_4.pdb     -369.534926 kBT
R1116TS227_5.pdb     -418.604709 kBT
R1116TS029_2.pdb     -417.261797 kBT
R1116TS439_1.pdb     -461.335785 kBT
R1116TS076_4.pdb     -596.490501 kBT
R1116TS416_2.pdb     -439.415470 kBT
R1116TS029_3.pdb     -505.067865 kBT
R1116TS439_3.pdb     -454.173358 kBT
R1116TS392_4.pdb     -434.468228 kBT
R1116TS232_3.pdb     -635.294847 kBT
R1116TS489_1.pdb     -437.874199 kBT
R1116TS235_1.pdb     -455.344889 kBT
R1116TS227_2.pdb     -383.718269 kBT
R1116TS185_4.pdb     -585.788131 kBT
R1116TS287_1.pdb     -483.050111 kBT
R1116TS248_4.pdb     -572.397406 kBT
R1116TS185_1.pdb     -574.268187 kBT
R1116TS235_4.pdb     -443.198394 kBT
R1116TS239_5.pdb     -508.975286 kBT
R1116TS119_2.pdb     -576.378818 kBT
R1116TS229_4.pdb     -536.665119 kBT
R1116TS081_2.pdb     -540.989828 kBT
R1116TS238_2.pdb     -271.360830 kBT
R1116TS385_2.pdb     -436.954093 kBT
R1116TS147_3.pdb     -428.048737 kBT
R1116TS489_5.pdb     -407.552200 kBT
R1116TS248_5.pdb     -549.231017 kBT
R1116TS227_1.pdb     -431.669670 kBT
R1116TS091_1.pdb     -226.266471 kBT
R1116TS185_5.pdb     -623.751754 kBT
R1116TS245_3.pdb     -475.397785 kBT
R1116TS235_2.pdb     -494.708324 kBT
R1116TS470_4.pdb     -435.791143 kBT
R1116TS185_2.pdb     -629.601681 kBT
R1116TS076_1.pdb     -552.540775 kBT
R1116TS489_3.pdb     -396.165720 kBT
R1116TS131_2.pdb     -204.884843 kBT
R1116TS110_4.pdb     -580.613497 kBT
R1116TS147_1.pdb     -431.669670 kBT
R1116TS232_5.pdb     -641.070285 kBT
R1116TS035_3.pdb     -584.592678 kBT
R1116TS245_5.pdb     -430.223379 kBT
R1116TS147_5.pdb     -418.604709 kBT
R1116TS248_3.pdb     -598.266686 kBT
R1116TS097_1.pdb     -212.258290 kBT
R1116TS439_5.pdb     -466.276203 kBT
R1116TS125_4.pdb     -549.249117 kBT
R1116TS081_5.pdb     -497.974231 kBT
R1116TS392_2.pdb     -498.635532 kBT
R1116TS287_3.pdb     -470.928811 kBT
