R1107TS229_5.pdb     -234.326198 kBT
R1107TS054_5.pdb     -273.776883 kBT
R1107TS489_5.pdb     -205.589089 kBT
R1107TS248_2.pdb     -313.294170 kBT
R1107TS029_1.pdb     -209.901546 kBT
R1107TS147_5.pdb     -202.098648 kBT
R1107TS392_5.pdb     -221.850870 kBT
R1107TS245_1.pdb     -151.074202 kBT
R1107TS287_5.pdb     -192.043985 kBT
R1107TS119_1.pdb     -228.860343 kBT
R1107TS076_4.pdb     -275.162394 kBT
R1107TS287_4.pdb     -221.462145 kBT
R1107TS245_4.pdb     -254.405337 kBT
R1107TS054_4.pdb     -314.344534 kBT
R1107TS091_3.pdb     -45.971626 kBT
R1107TS439_2.pdb     -234.326198 kBT
R1107TS392_4.pdb     -212.038488 kBT
R1107TS128_4.pdb     -210.765308 kBT
R1107TS131_4.pdb     -70.986121 kBT
R1107TS119_5.pdb     -256.295875 kBT
R1107TS489_2.pdb     -201.131700 kBT
R1107TS076_3.pdb     -287.656202 kBT
R1107TS081_2.pdb     -211.808690 kBT
R1107TS385_1.pdb     -202.144568 kBT
R1107TS470_1.pdb     -207.978316 kBT
R1107TS232_1.pdb     -297.464649 kBT
R1107TS125_3.pdb     -212.042381 kBT
R1107TS035_5.pdb     -193.948722 kBT
R1107TS163_2.pdb     -232.257442 kBT
R1107TS163_5.pdb     -234.326198 kBT
R1107TS091_2.pdb     -48.685746 kBT
R1107TS081_4.pdb     -205.385411 kBT
R1107TS416_5.pdb     -234.868308 kBT
R1107TS287_1.pdb     -224.689963 kBT
R1107TS285_1.pdb     -233.485637 kBT
R1107TS248_4.pdb     -298.462957 kBT
R1107TS229_3.pdb     -234.326198 kBT
R1107TS439_5.pdb     -234.326198 kBT
R1107TS128_1.pdb     -204.637589 kBT
R1107TS285_5.pdb     -210.725152 kBT
R1107TS392_2.pdb     -203.232965 kBT
R1107TS439_3.pdb     -235.288392 kBT
R1107TS248_5.pdb     -296.957803 kBT
R1107TS147_1.pdb     -202.624202 kBT
R1107TS434_1.pdb     -194.214363 kBT
R1107TS227_3.pdb     -192.905111 kBT
R1107TS054_3.pdb     -280.579871 kBT
R1107TS128_2.pdb     -216.562289 kBT
R1107TS232_3.pdb     -295.368881 kBT
R1107TS131_5.pdb     -128.272547 kBT
R1107TS091_5.pdb     -38.666771 kBT
R1107TS119_2.pdb     -251.502484 kBT
R1107TS416_1.pdb     -233.123562 kBT
R1107TS434_4.pdb     -203.750664 kBT
R1107TS029_2.pdb     -209.498588 kBT
R1107TS147_4.pdb     -191.137885 kBT
R1107TS287_3.pdb     -182.030836 kBT
R1107TS147_3.pdb     -195.514747 kBT
R1107TS091_4.pdb     -41.071892 kBT
R1107TS235_4.pdb     -166.321059 kBT
R1107TS238_1.pdb     -181.601225 kBT
R1107TS054_2.pdb     -273.945215 kBT
R1107TS054_1.pdb     -271.850653 kBT
R1107TS285_4.pdb     -211.836592 kBT
R1107TS229_2.pdb     -234.326198 kBT
R1107TS285_3.pdb     -248.203396 kBT
R1107TS035_3.pdb     -213.094209 kBT
R1107TS035_1.pdb     -227.394370 kBT
R1107TS125_2.pdb     -283.408363 kBT
R1107TS416_3.pdb     -267.823653 kBT
R1107TS128_3.pdb     -238.667442 kBT
R1107TS245_3.pdb     -216.925101 kBT
R1107TS287_2.pdb     -221.809884 kBT
R1107TS227_2.pdb     -190.326654 kBT
R1107TS416_4.pdb     -212.206113 kBT
R1107TS285_2.pdb     -217.223395 kBT
R1107TS229_1.pdb     -234.326198 kBT
R1107TS439_1.pdb     -186.511543 kBT
R1107TS232_5.pdb     -285.888712 kBT
R1107TS125_4.pdb     -167.807625 kBT
R1107TS489_3.pdb     -195.951893 kBT
R1107TS227_4.pdb     -220.895084 kBT
R1107TS076_2.pdb     -264.662905 kBT
R1107TS076_5.pdb     -279.888959 kBT
R1107TS392_1.pdb     -229.725941 kBT
R1107TS385_2.pdb     -209.192104 kBT
R1107TS470_3.pdb     -195.951893 kBT
R1107TS125_1.pdb     -279.936256 kBT
R1107TS119_3.pdb     -246.480622 kBT
R1107TS470_5.pdb     -205.589089 kBT
R1107TS245_5.pdb     -192.464828 kBT
R1107TS434_2.pdb     -204.468183 kBT
R1107TS235_5.pdb     -226.392116 kBT
R1107TS097_1.pdb     -128.455701 kBT
R1107TS489_1.pdb     -207.978316 kBT
R1107TS131_3.pdb     -64.783454 kBT
R1107TS035_4.pdb     -206.783236 kBT
R1107TS416_2.pdb     -272.330414 kBT
R1107TS232_4.pdb     -287.808235 kBT
R1107TS147_2.pdb     -198.409120 kBT
R1107TS434_3.pdb     -191.499778 kBT
R1107TS081_1.pdb     -215.269759 kBT
R1107TS245_2.pdb     -209.192104 kBT
R1107TS385_4.pdb     -254.405337 kBT
R1107TS227_5.pdb     -197.201856 kBT
R1107TS076_1.pdb     -269.225583 kBT
R1107TS035_2.pdb     -184.502398 kBT
R1107TS489_4.pdb     -198.047121 kBT
R1107TS385_3.pdb     -216.925101 kBT
R1107TS131_2.pdb     -81.210784 kBT
R1107TS128_5.pdb     -222.196574 kBT
R1107TS434_5.pdb     -196.807674 kBT
R1107TS392_3.pdb     -219.792888 kBT
R1107TS235_3.pdb     -150.232111 kBT
R1107TS229_4.pdb     -234.326198 kBT
R1107TS248_1.pdb     -307.765321 kBT
R1107TS470_4.pdb     -198.047121 kBT
R1107TS091_1.pdb     -41.353195 kBT
R1107TS235_1.pdb     -166.880478 kBT
R1107TS131_1.pdb     -96.305796 kBT
R1107TS227_1.pdb     -202.588702 kBT
R1107TS232_2.pdb     -294.362894 kBT
R1107TS470_2.pdb     -201.131700 kBT
R1107TS119_4.pdb     -288.074087 kBT
R1107TS439_4.pdb     -186.511543 kBT
R1107TS081_3.pdb     -205.394389 kBT
R1107TS163_1.pdb     -252.897371 kBT
R1107TS385_5.pdb     -192.464828 kBT
R1107TS235_2.pdb     -135.610064 kBT
R1107TS125_5.pdb     -169.830208 kBT
R1107TS248_3.pdb     -300.302962 kBT
